txn_type,day,count
sms,2020-01-13T00:00:00.000-08:00,567
voice,2020-02-04T00:00:00.000-08:00,556
sms,2020-02-22T00:00:00.000-08:00,537
sms,2020-02-21T00:00:00.000-08:00,532
sms,2020-01-31T00:00:00.000-08:00,566
voice,2020-01-11T00:00:00.000-08:00,577
sms,2020-01-21T00:00:00.000-08:00,548
voice,2020-01-26T00:00:00.000-08:00,575
sms,2020-02-11T00:00:00.000-08:00,629
voice,2020-02-21T00:00:00.000-08:00,575
sms,2020-02-07T00:00:00.000-08:00,562
sms,2020-02-29T00:00:00.000-08:00,571
sms,2020-01-01T00:00:00.000-08:00,561
voice,2020-01-20T00:00:00.000-08:00,563
sms,2020-01-03T00:00:00.000-08:00,566
sms,2020-01-14T00:00:00.000-08:00,552
voice,2020-02-05T00:00:00.000-08:00,606
sms,2020-01-12T00:00:00.000-08:00,578
voice,2020-02-13T00:00:00.000-08:00,551
sms,2020-01-17T00:00:00.000-08:00,568
sms,2020-02-28T00:00:00.000-08:00,571
voice,2020-01-08T00:00:00.000-08:00,585
sms,2020-01-09T00:00:00.000-08:00,573
sms,2020-01-15T00:00:00.000-08:00,545
sms,2020-01-25T00:00:00.000-08:00,533
voice,2020-02-06T00:00:00.000-08:00,588
sms,2020-01-26T00:00:00.000-08:00,561
voice,2020-01-22T00:00:00.000-08:00,545
sms,2020-02-25T00:00:00.000-08:00,561
sms,2020-02-16T00:00:00.000-08:00,602
sms,2020-02-27T00:00:00.000-08:00,568
voice,2020-02-27T00:00:00.000-08:00,570
voice,2020-01-05T00:00:00.000-08:00,558
sms,2020-01-18T00:00:00.000-08:00,555
voice,2020-01-07T00:00:00.000-08:00,562
sms,2020-02-17T00:00:00.000-08:00,569
sms,2020-01-06T00:00:00.000-08:00,568
sms,2020-01-11T00:00:00.000-08:00,592
sms,2020-01-28T00:00:00.000-08:00,567
voice,2020-02-02T00:00:00.000-08:00,555
voice,2020-01-06T00:00:00.000-08:00,556
sms,2020-02-24T00:00:00.000-08:00,546
sms,2020-01-10T00:00:00.000-08:00,567
voice,2020-01-28T00:00:00.000-08:00,588
sms,2020-01-20T00:00:00.000-08:00,532
voice,2020-01-24T00:00:00.000-08:00,525
sms,2020-01-23T00:00:00.000-08:00,579
sms,2020-01-30T00:00:00.000-08:00,540
voice,2020-01-09T00:00:00.000-08:00,602
sms,2020-01-04T00:00:00.000-08:00,539
sms,2020-01-16T00:00:00.000-08:00,551
voice,2020-02-29T00:00:00.000-08:00,543
sms,2020-02-18T00:00:00.000-08:00,565
voice,2020-01-27T00:00:00.000-08:00,566
sms,2020-02-03T00:00:00.000-08:00,573
sms,2020-02-26T00:00:00.000-08:00,576
sms,2020-01-22T00:00:00.000-08:00,569
sms,2020-02-09T00:00:00.000-08:00,561
voice,2020-02-14T00:00:00.000-08:00,592
sms,2020-02-02T00:00:00.000-08:00,572
voice,2020-01-30T00:00:00.000-08:00,570
sms,2020-02-10T00:00:00.000-08:00,588
voice,2020-02-15T00:00:00.000-08:00,568
voice,2020-01-29T00:00:00.000-08:00,596
sms,2020-01-27T00:00:00.000-08:00,577
sms,2020-01-29T00:00:00.000-08:00,557
voice,2020-01-12T00:00:00.000-08:00,533
sms,2020-02-12T00:00:00.000-08:00,572
voice,2020-02-26T00:00:00.000-08:00,552
voice,2020-02-22T00:00:00.000-08:00,582
sms,2020-01-07T00:00:00.000-08:00,562
sms,2020-02-13T00:00:00.000-08:00,562
voice,2020-02-09T00:00:00.000-08:00,553
