txn_type,day,count
sms,2020-01-13T00:00:00.000-08:00,845
voice,2020-02-04T00:00:00.000-08:00,827
sms,2020-02-22T00:00:00.000-08:00,790
sms,2020-02-21T00:00:00.000-08:00,739
sms,2020-01-31T00:00:00.000-08:00,853
voice,2020-01-11T00:00:00.000-08:00,844
sms,2020-01-21T00:00:00.000-08:00,800
voice,2020-01-26T00:00:00.000-08:00,850
sms,2020-02-11T00:00:00.000-08:00,931
voice,2020-02-21T00:00:00.000-08:00,837
sms,2020-02-07T00:00:00.000-08:00,836
sms,2020-02-29T00:00:00.000-08:00,840
sms,2020-01-01T00:00:00.000-08:00,843
voice,2020-01-20T00:00:00.000-08:00,811
sms,2020-01-03T00:00:00.000-08:00,798
sms,2020-01-14T00:00:00.000-08:00,796
voice,2020-02-05T00:00:00.000-08:00,931
sms,2020-01-12T00:00:00.000-08:00,857
voice,2020-02-13T00:00:00.000-08:00,813
sms,2020-01-17T00:00:00.000-08:00,820
sms,2020-02-28T00:00:00.000-08:00,875
voice,2020-01-08T00:00:00.000-08:00,848
sms,2020-01-09T00:00:00.000-08:00,810
sms,2020-01-15T00:00:00.000-08:00,817
sms,2020-01-25T00:00:00.000-08:00,802
voice,2020-02-06T00:00:00.000-08:00,859
sms,2020-01-26T00:00:00.000-08:00,826
voice,2020-01-22T00:00:00.000-08:00,782
sms,2020-02-25T00:00:00.000-08:00,835
sms,2020-02-16T00:00:00.000-08:00,878
sms,2020-02-27T00:00:00.000-08:00,833
voice,2020-02-27T00:00:00.000-08:00,861
voice,2020-01-05T00:00:00.000-08:00,832
sms,2020-01-18T00:00:00.000-08:00,807
voice,2020-01-07T00:00:00.000-08:00,825
sms,2020-02-17T00:00:00.000-08:00,803
sms,2020-01-06T00:00:00.000-08:00,825
sms,2020-01-11T00:00:00.000-08:00,878
sms,2020-01-28T00:00:00.000-08:00,866
voice,2020-02-02T00:00:00.000-08:00,820
voice,2020-01-06T00:00:00.000-08:00,838
sms,2020-02-24T00:00:00.000-08:00,796
sms,2020-01-10T00:00:00.000-08:00,809
voice,2020-01-28T00:00:00.000-08:00,876
sms,2020-01-20T00:00:00.000-08:00,811
voice,2020-01-24T00:00:00.000-08:00,795
sms,2020-01-23T00:00:00.000-08:00,871
sms,2020-01-30T00:00:00.000-08:00,800
voice,2020-01-09T00:00:00.000-08:00,879
sms,2020-01-04T00:00:00.000-08:00,799
sms,2020-01-16T00:00:00.000-08:00,837
voice,2020-02-29T00:00:00.000-08:00,800
sms,2020-02-18T00:00:00.000-08:00,859
voice,2020-01-27T00:00:00.000-08:00,836
sms,2020-02-03T00:00:00.000-08:00,854
sms,2020-02-26T00:00:00.000-08:00,851
sms,2020-01-22T00:00:00.000-08:00,849
sms,2020-02-09T00:00:00.000-08:00,800
voice,2020-02-14T00:00:00.000-08:00,874
sms,2020-02-02T00:00:00.000-08:00,864
voice,2020-01-30T00:00:00.000-08:00,835
sms,2020-02-10T00:00:00.000-08:00,874
voice,2020-02-15T00:00:00.000-08:00,823
voice,2020-01-29T00:00:00.000-08:00,858
sms,2020-01-27T00:00:00.000-08:00,849
sms,2020-01-29T00:00:00.000-08:00,839
voice,2020-01-12T00:00:00.000-08:00,766
sms,2020-02-12T00:00:00.000-08:00,866
voice,2020-02-26T00:00:00.000-08:00,807
voice,2020-02-22T00:00:00.000-08:00,842
sms,2020-01-07T00:00:00.000-08:00,821
sms,2020-02-13T00:00:00.000-08:00,817
voice,2020-02-09T00:00:00.000-08:00,802
