subscriber_id,amount,timestamp
6878747,78,2020-01-01 14:35:19
5536041,20,2020-01-01 15:00:01
9688509,67,2020-01-01 15:00:29
5733802,49,2020-01-01 15:19:30
7867579,82,2020-01-01 15:19:36
4679834,88,2020-01-01 15:58:13
1323119,42,2020-01-01 16:01:49
6331740,31,2020-01-01 16:06:53
8187676,95,2020-01-01 16:11:27
1107938,84,2020-01-01 16:14:17
4644591,53,2020-01-01 16:27:13
7594464,21,2020-01-01 16:45:03
4348449,8,2020-01-01 16:46:19
1275856,83,2020-01-01 17:07:20
8217659,48,2020-01-01 17:19:21
6736346,85,2020-01-01 17:24:52
4249622,65,2020-01-01 17:25:39
5041958,1,2020-01-01 17:40:26
4190861,35,2020-01-01 17:50:39
5597574,57,2020-01-01 17:59:25
3776854,92,2020-01-01 18:04:33
2228663,12,2020-01-01 18:30:07
5648277,57,2020-01-01 18:31:39
4124137,14,2020-01-01 18:38:54
9279284,87,2020-01-01 18:56:32
8679605,17,2020-01-01 19:11:02
3703048,60,2020-01-01 19:49:01
2619185,36,2020-01-01 19:49:58
5329666,25,2020-01-01 20:06:32
1858116,45,2020-01-01 20:17:31
9285312,90,2020-01-01 20:27:50
3864543,64,2020-01-01 20:31:55
2097154,80,2020-01-01 20:36:13
1378868,79,2020-01-01 20:48:00
4228001,29,2020-01-01 21:05:18
7448695,39,2020-01-01 21:06:28
5105445,92,2020-01-01 21:41:02
5648277,7,2020-01-01 22:25:51
4886374,72,2020-01-01 22:43:12
3780268,23,2020-01-01 22:51:39
8838373,36,2020-01-01 22:54:27
6859613,91,2020-01-01 23:10:30
2506454,22,2020-01-01 23:12:42
6503607,27,2020-01-01 23:14:57
6012160,73,2020-01-01 23:23:21
6472594,94,2020-01-01 23:26:18
9856534,31,2020-01-01 23:53:18
4886374,1,2020-01-01 23:55:10
3235905,93,2020-01-01 23:56:43
6661389,26,2020-01-01 23:57:34
3987806,94,2020-01-02 00:05:34
6331740,28,2020-01-02 00:13:50
1218712,51,2020-01-02 00:21:47
9682614,8,2020-01-02 00:31:37
6366351,19,2020-01-02 01:07:53
5606493,75,2020-01-02 01:19:20
1246648,39,2020-01-02 01:26:02
1319649,19,2020-01-02 01:28:42
6082785,7,2020-01-02 01:31:04
3432853,89,2020-01-02 01:54:48
4222790,9,2020-01-02 01:56:09
5244046,8,2020-01-02 02:01:36
4799131,0,2020-01-02 02:22:55
2049592,10,2020-01-02 02:24:32
4886374,2,2020-01-02 02:25:31
4264265,96,2020-01-02 02:46:47
6213915,44,2020-01-02 03:20:42
9285312,22,2020-01-02 03:32:49
6275868,96,2020-01-02 03:38:04
7983131,77,2020-01-02 03:44:17
3046474,31,2020-01-02 03:45:33
8450707,62,2020-01-02 03:54:44
5570978,33,2020-01-02 04:09:58
3899979,62,2020-01-02 04:10:00
8243272,44,2020-01-02 04:11:08
8186260,55,2020-01-02 04:15:57
7339121,85,2020-01-02 04:16:48
5535478,51,2020-01-02 04:42:00
1540902,40,2020-01-02 04:42:33
3037996,40,2020-01-02 04:43:33
2384812,7,2020-01-02 04:55:05
6369056,23,2020-01-02 05:00:07
3956157,59,2020-01-02 05:12:39
3776854,12,2020-01-02 05:15:09
6859613,43,2020-01-02 05:18:18
5606493,41,2020-01-02 05:20:11
5984552,44,2020-01-02 05:28:45
1858116,77,2020-01-02 05:34:35
5984552,59,2020-01-02 05:45:50
1643312,7,2020-01-02 06:15:10
8806179,19,2020-01-02 06:20:15
7797262,53,2020-01-02 06:27:47
9769867,78,2020-01-02 06:39:05
5154988,41,2020-01-02 06:48:05
3569083,24,2020-01-02 06:53:33
1858116,55,2020-01-02 07:43:13
3398730,53,2020-01-02 07:49:05
4730471,59,2020-01-02 08:02:25
9066275,44,2020-01-02 08:07:21
9304725,62,2020-01-02 08:08:07
4795202,14,2020-01-02 08:16:23
9344710,50,2020-01-02 08:29:54
5244046,33,2020-01-02 08:35:08
1382584,13,2020-01-02 08:35:30
8381477,65,2020-01-02 08:55:44
1672473,60,2020-01-02 08:58:51
1231659,4,2020-01-02 08:59:52
1758917,67,2020-01-02 09:09:45
7035162,23,2020-01-02 09:11:56
1821967,42,2020-01-02 09:18:21
1662049,81,2020-01-02 09:28:56
5648277,45,2020-01-02 09:29:15
9674742,17,2020-01-02 09:37:17
6675814,85,2020-01-02 09:50:36
9856534,74,2020-01-02 10:04:02
2805425,53,2020-01-02 10:09:31
5004704,33,2020-01-02 10:13:01
2372180,29,2020-01-02 10:15:23
3235905,66,2020-01-02 10:39:39
3046474,80,2020-01-02 10:55:03
7980746,26,2020-01-02 11:06:41
8235599,8,2020-01-02 11:48:30
6216461,75,2020-01-02 11:53:57
8635818,73,2020-01-02 11:56:07
9966486,66,2020-01-02 11:57:11
4990747,35,2020-01-02 12:01:59
4572733,78,2020-01-02 12:06:17
1690659,1,2020-01-02 12:14:56
1206365,5,2020-01-02 12:16:01
9251012,32,2020-01-02 12:29:36
8806179,78,2020-01-02 12:52:28
6510994,52,2020-01-02 12:56:51
8259622,30,2020-01-02 12:57:30
9229399,57,2020-01-02 13:01:06
9596431,25,2020-01-02 13:02:26
5298763,52,2020-01-02 13:08:33
6863073,31,2020-01-02 13:13:28
7304760,62,2020-01-02 13:20:35
7773946,14,2020-01-02 13:24:56
9769867,37,2020-01-02 13:37:30
8952943,92,2020-01-02 13:39:25
3010343,0,2020-01-02 13:44:55
1897282,35,2020-01-02 14:05:57
9513288,43,2020-01-02 14:24:49
8217731,65,2020-01-02 14:26:23
4222790,22,2020-01-02 14:32:57
4868770,70,2020-01-02 14:33:06
2328501,28,2020-01-02 14:38:52
4845363,42,2020-01-02 14:40:09
7237206,74,2020-01-02 14:42:26
1275856,30,2020-01-02 14:56:50
7433488,50,2020-01-02 15:06:55
9054382,40,2020-01-02 15:07:29
2101782,38,2020-01-02 15:14:46
6502183,67,2020-01-02 15:16:28
1377695,18,2020-01-02 15:16:54
3987806,41,2020-01-02 15:25:05
4249622,33,2020-01-02 15:47:52
5244046,52,2020-01-02 15:49:39
1993139,29,2020-01-02 15:52:34
2318646,10,2020-01-02 15:52:42
7388690,70,2020-01-02 16:04:11
4160598,89,2020-01-02 16:12:31
5853351,28,2020-01-02 16:21:15
1507327,19,2020-01-02 16:26:03
4054022,20,2020-01-02 16:26:23
1879261,8,2020-01-02 16:26:46
6596743,85,2020-01-02 16:38:13
9162475,53,2020-01-02 16:45:09
5402422,29,2020-01-02 16:53:46
2805425,74,2020-01-02 16:56:10
4644591,63,2020-01-02 16:59:24
9790053,65,2020-01-02 17:00:01
3732143,35,2020-01-02 17:02:38
4193858,30,2020-01-02 17:07:45
9276827,48,2020-01-02 17:08:34
3637526,2,2020-01-02 17:08:40
8965925,94,2020-01-02 17:10:20
1993139,98,2020-01-02 17:23:38
6873872,73,2020-01-02 17:27:05
6201021,85,2020-01-02 17:31:58
7583449,17,2020-01-02 17:33:53
4190861,15,2020-01-02 17:34:11
6987601,3,2020-01-02 17:37:32
6771769,89,2020-01-02 17:40:09
7100853,17,2020-01-02 18:12:21
4348449,62,2020-01-02 18:15:13
2553926,51,2020-01-02 18:15:47
1313601,97,2020-01-02 18:16:22
5535478,19,2020-01-02 18:30:51
2619246,86,2020-01-02 18:34:41
7797892,5,2020-01-02 18:37:23
1479117,20,2020-01-02 18:57:27
5882194,82,2020-01-02 19:05:31
2228663,50,2020-01-02 19:09:03
4121672,27,2020-01-02 19:09:28
1758917,85,2020-01-02 19:10:33
6510994,96,2020-01-02 19:21:55
9912316,40,2020-01-02 19:27:18
2619246,17,2020-01-02 19:30:12
3485058,47,2020-01-02 19:34:41
6012160,69,2020-01-02 19:36:02
9281357,74,2020-01-02 19:42:17
3339415,73,2020-01-02 20:08:35
6937810,40,2020-01-02 20:11:22
1941898,40,2020-01-02 20:17:05
7486463,59,2020-01-02 20:37:42
7523060,52,2020-01-02 20:44:04
2238576,2,2020-01-02 20:53:38
4161883,40,2020-01-02 20:58:02
2992666,6,2020-01-02 21:10:20
4647212,6,2020-01-02 21:19:43
8786349,10,2020-01-02 21:40:17
1107938,53,2020-01-02 21:41:04
6783271,68,2020-01-02 21:49:24
4585323,90,2020-01-02 22:00:35
4348449,5,2020-01-02 22:09:25
9028709,32,2020-01-02 22:11:20
9085692,52,2020-01-02 22:28:50
2128714,27,2020-01-02 23:00:57
3110328,82,2020-01-02 23:12:54
5502944,50,2020-01-02 23:21:57
1891397,18,2020-01-02 23:32:34
9453329,1,2020-01-02 23:41:34
7448695,60,2020-01-02 23:42:34
7879451,11,2020-01-02 23:43:30
9720036,68,2020-01-02 23:45:21
7448695,78,2020-01-03 00:07:06
2712917,2,2020-01-03 00:41:38
3041228,28,2020-01-03 00:56:48
5654820,18,2020-01-03 00:58:56
9693942,99,2020-01-03 01:10:22
1690659,8,2020-01-03 01:19:16
4747193,76,2020-01-03 01:43:46
7634995,67,2020-01-03 01:44:18
3835643,10,2020-01-03 01:52:44
7080937,93,2020-01-03 01:58:02
4310777,59,2020-01-03 02:01:43
6703220,32,2020-01-03 02:20:25
5386494,4,2020-01-03 02:20:28
2083226,8,2020-01-03 02:27:57
4795202,9,2020-01-03 02:47:43
1814661,72,2020-01-03 02:47:48
2866325,56,2020-01-03 02:47:55
4938529,54,2020-01-03 02:59:03
7797892,39,2020-01-03 03:03:14
5425950,92,2020-01-03 03:04:25
9583988,19,2020-01-03 03:13:15
3026309,73,2020-01-03 03:15:05
5216877,13,2020-01-03 03:22:43
8751269,10,2020-01-03 03:31:30
5536041,44,2020-01-03 03:49:21
6472594,89,2020-01-03 03:54:42
9677147,17,2020-01-03 03:55:14
8174892,66,2020-01-03 04:07:25
2332437,31,2020-01-03 04:14:42
6991356,86,2020-01-03 04:18:18
8935488,14,2020-01-03 04:24:51
6413220,60,2020-01-03 04:25:49
9139072,8,2020-01-03 04:31:43
9715428,48,2020-01-03 04:43:49
1941898,60,2020-01-03 04:48:26
7705257,19,2020-01-03 04:48:42
7971181,44,2020-01-03 05:09:59
9047657,97,2020-01-03 05:10:10
6996265,75,2020-01-03 05:22:13
1754814,56,2020-01-03 05:22:35
8423124,96,2020-01-03 05:56:22
1181229,14,2020-01-03 05:57:41
5724478,66,2020-01-03 06:06:17
7983131,51,2020-01-03 06:10:35
3560474,71,2020-01-03 06:17:58
1227232,27,2020-01-03 06:21:30
6283545,96,2020-01-03 06:44:41
5420533,26,2020-01-03 06:50:03
6294973,65,2020-01-03 07:31:26
1886528,6,2020-01-03 07:48:23
9392470,88,2020-01-03 07:58:12
1668579,83,2020-01-03 08:00:15
2599654,65,2020-01-03 08:07:27
4653241,88,2020-01-03 08:08:58
9604502,5,2020-01-03 08:19:58
3285262,20,2020-01-03 08:36:33
5793474,2,2020-01-03 08:42:32
1970398,86,2020-01-03 08:44:36
4011798,13,2020-01-03 08:45:45
5425950,44,2020-01-03 08:49:06
1629227,62,2020-01-03 08:50:44
5165569,54,2020-01-03 08:57:52
6555517,79,2020-01-03 09:00:13
5207509,61,2020-01-03 09:12:18
8751269,0,2020-01-03 09:12:35
9951480,81,2020-01-03 09:16:39
1002964,38,2020-01-03 09:32:32
9688509,20,2020-01-03 09:43:01
9143743,5,2020-01-03 09:49:53
6369056,77,2020-01-03 09:53:58
2047059,6,2020-01-03 10:01:36
5722229,90,2020-01-03 10:03:43
4789162,89,2020-01-03 10:11:32
1964282,5,2020-01-03 10:26:36
1690659,64,2020-01-03 10:27:07
3230216,75,2020-01-03 10:33:43
5165569,35,2020-01-03 10:41:10
9838320,13,2020-01-03 10:52:14
1956905,45,2020-01-03 10:55:25
4312971,55,2020-01-03 11:05:11
7902441,13,2020-01-03 11:09:35
9624480,64,2020-01-03 11:09:59
7398834,40,2020-01-03 11:23:00
4268011,25,2020-01-03 11:56:55
5207509,3,2020-01-03 12:17:04
6366351,84,2020-01-03 12:22:08
6331740,13,2020-01-03 12:25:27
9715428,32,2020-01-03 12:27:08
4249622,62,2020-01-03 12:30:53
4265649,46,2020-01-03 12:33:34
4043022,72,2020-01-03 12:44:51
1540902,16,2020-01-03 12:47:10
5682211,62,2020-01-03 12:55:30
4360539,31,2020-01-03 13:15:50
1002964,74,2020-01-03 13:20:16
9251012,47,2020-01-03 13:20:29
4904572,4,2020-01-03 13:29:13
9698585,30,2020-01-03 13:51:35
9720466,86,2020-01-03 13:52:40
8885188,81,2020-01-03 13:54:27
9285312,85,2020-01-03 14:06:54
7862378,56,2020-01-03 14:09:47
7134285,77,2020-01-03 14:16:58
6915000,94,2020-01-03 14:42:13
6859613,18,2020-01-03 14:42:48
4147787,33,2020-01-03 14:46:33
7942931,21,2020-01-03 14:51:57
3026309,47,2020-01-03 14:58:32
5329666,68,2020-01-03 15:00:16
8483436,60,2020-01-03 15:01:56
7960539,2,2020-01-03 15:23:27
8186260,90,2020-01-03 15:24:39
7374467,32,2020-01-03 15:33:27
1822203,13,2020-01-03 15:34:25
1068395,66,2020-01-03 15:50:16
2260491,75,2020-01-03 15:52:06
8696569,65,2020-01-03 16:18:39
8146103,61,2020-01-03 16:21:11
9378990,73,2020-01-03 16:33:18
1800877,89,2020-01-03 16:39:32
2269161,45,2020-01-03 16:52:06
3171895,16,2020-01-03 17:12:31
3551505,45,2020-01-03 17:30:42
2032190,91,2020-01-03 17:36:28
9921073,95,2020-01-03 17:51:33
4333176,45,2020-01-03 17:52:00
6213915,45,2020-01-03 17:54:24
7109424,68,2020-01-03 17:57:06
6275868,69,2020-01-03 18:39:13
2368540,24,2020-01-03 18:47:56
4011798,87,2020-01-03 18:56:08
6680980,1,2020-01-03 19:11:50
6783271,45,2020-01-03 19:29:33
1891397,56,2020-01-03 19:47:32
7311350,85,2020-01-03 19:50:58
2992666,91,2020-01-03 19:52:20
3398730,42,2020-01-03 20:04:07
6436196,0,2020-01-03 20:23:24
8174558,97,2020-01-03 20:27:25
9741587,63,2020-01-03 20:28:36
5241434,20,2020-01-03 20:57:47
7587020,87,2020-01-03 21:05:21
9047657,11,2020-01-03 21:15:37
3125607,98,2020-01-03 21:24:53
3475956,82,2020-01-03 21:35:14
8130184,28,2020-01-03 21:48:33
8498623,21,2020-01-03 21:51:17
4647212,81,2020-01-03 21:54:12
2765158,56,2020-01-03 21:56:00
2235387,3,2020-01-03 21:56:49
5323727,59,2020-01-03 22:07:47
1231659,34,2020-01-03 22:30:45
1323119,56,2020-01-03 22:33:47
4023193,83,2020-01-03 22:34:04
9453329,34,2020-01-03 22:41:49
1287499,10,2020-01-03 23:09:49
2083226,68,2020-01-03 23:11:51
6562043,4,2020-01-03 23:12:16
1313601,45,2020-01-03 23:22:48
9438560,88,2020-01-03 23:27:24
4378182,27,2020-01-03 23:30:23
7925057,63,2020-01-03 23:31:02
5207539,38,2020-01-03 23:33:38
9836254,7,2020-01-03 23:52:12
2108526,5,2020-01-03 23:56:15
3276530,72,2020-01-04 00:16:50
3430208,69,2020-01-04 00:22:03
1788525,36,2020-01-04 00:22:57
4502101,48,2020-01-04 00:32:39
7980746,2,2020-01-04 00:34:01
4161883,81,2020-01-04 00:35:39
2581959,47,2020-01-04 00:35:41
1754814,32,2020-01-04 00:41:45
4659011,39,2020-01-04 00:59:11
9693942,0,2020-01-04 01:06:34
8217659,46,2020-01-04 01:34:34
1105391,17,2020-01-04 01:45:20
7448695,96,2020-01-04 01:51:18
3230216,52,2020-01-04 02:04:55
9875304,31,2020-01-04 02:08:18
6661375,41,2020-01-04 02:08:59
3318958,13,2020-01-04 02:17:04
9875304,52,2020-01-04 02:24:11
5159583,85,2020-01-04 02:37:39
1886528,20,2020-01-04 02:40:55
1600279,31,2020-01-04 02:49:00
7150693,2,2020-01-04 02:59:42
7007686,2,2020-01-04 03:00:22
8025783,77,2020-01-04 03:00:54
6897481,65,2020-01-04 03:17:58
3475956,15,2020-01-04 03:33:10
9453329,99,2020-01-04 03:38:26
6494311,67,2020-01-04 03:46:56
4341220,18,2020-01-04 03:50:51
4585323,26,2020-01-04 03:55:11
1662049,76,2020-01-04 04:02:36
7177347,72,2020-01-04 04:11:33
8635818,60,2020-01-04 04:23:42
1227232,51,2020-01-04 04:37:46
2619185,47,2020-01-04 04:38:14
3147132,76,2020-01-04 04:43:31
3562253,46,2020-01-04 04:45:19
8130184,72,2020-01-04 04:50:13
5903808,43,2020-01-04 04:53:46
5447342,95,2020-01-04 04:56:58
7447288,69,2020-01-04 05:09:34
3804302,30,2020-01-04 05:16:42
3010343,16,2020-01-04 05:28:09
6253103,3,2020-01-04 05:37:55
6293514,46,2020-01-04 05:46:12
1622861,29,2020-01-04 05:48:36
5442278,32,2020-01-04 05:50:19
4312971,49,2020-01-04 06:03:32
8259622,44,2020-01-04 06:24:24
1179110,95,2020-01-04 06:34:20
3049609,52,2020-01-04 06:40:59
6937810,58,2020-01-04 06:48:01
7304760,30,2020-01-04 06:48:22
9486535,84,2020-01-04 06:51:41
5959539,42,2020-01-04 07:06:15
1246648,86,2020-01-04 07:11:38
9838320,24,2020-01-04 07:14:07
7940120,9,2020-01-04 07:29:36
3494518,37,2020-01-04 07:32:39
3560474,20,2020-01-04 07:55:45
4659011,10,2020-01-04 08:01:50
1879261,38,2020-01-04 08:16:24
5062768,53,2020-01-04 08:16:49
5247015,37,2020-01-04 08:22:30
5793474,52,2020-01-04 08:36:12
5115204,98,2020-01-04 08:45:02
5323727,42,2020-01-04 08:50:37
7035162,28,2020-01-04 08:51:07
7631456,48,2020-01-04 08:56:44
2863921,59,2020-01-04 08:57:07
9662131,86,2020-01-04 09:01:19
7304760,2,2020-01-04 09:12:07
1943137,60,2020-01-04 09:13:18
4244006,15,2020-01-04 09:16:27
6275868,0,2020-01-04 09:18:03
5450989,23,2020-01-04 09:27:37
6771769,73,2020-01-04 09:28:32
9276827,24,2020-01-04 09:38:30
8053313,53,2020-01-04 09:41:44
8423124,1,2020-01-04 09:58:17
2730259,76,2020-01-04 10:04:31
5132923,7,2020-01-04 10:05:47
4295331,81,2020-01-04 10:08:23
1662049,55,2020-01-04 10:15:10
4594246,41,2020-01-04 10:32:34
5043061,88,2020-01-04 10:37:44
9583988,27,2020-01-04 10:40:33
8501209,38,2020-01-04 11:13:02
8584934,25,2020-01-04 11:18:07
7448111,4,2020-01-04 11:23:14
1943137,15,2020-01-04 11:24:43
3899979,90,2020-01-04 11:36:22
7057191,4,2020-01-04 11:41:29
4471392,59,2020-01-04 11:45:24
8577594,74,2020-01-04 11:45:51
6012160,99,2020-01-04 11:55:20
2619246,49,2020-01-04 11:55:24
9912316,39,2020-01-04 11:55:54
6660716,87,2020-01-04 12:01:12
7082044,89,2020-01-04 12:05:34
6362341,2,2020-01-04 12:06:04
7315630,59,2020-01-04 12:14:17
2318646,96,2020-01-04 12:16:44
6331740,49,2020-01-04 12:20:33
5733802,21,2020-01-04 12:28:24
6362341,11,2020-01-04 12:36:19
2116313,36,2020-01-04 13:01:42
5597574,1,2020-01-04 13:03:08
4161883,98,2020-01-04 13:05:19
4458124,86,2020-01-04 13:13:04
6144646,79,2020-01-04 13:28:14
1077109,50,2020-01-04 13:29:22
9682614,74,2020-01-04 13:29:44
5781141,96,2020-01-04 13:37:10
5402422,0,2020-01-04 13:38:40
8243272,56,2020-01-04 14:10:06
2978789,65,2020-01-04 14:13:14
1382584,58,2020-01-04 14:17:05
3222579,46,2020-01-04 14:17:44
5505927,42,2020-01-04 14:39:36
6502183,62,2020-01-04 14:45:03
5382577,82,2020-01-04 15:07:55
2108526,65,2020-01-04 15:23:41
2772430,10,2020-01-04 15:27:04
7940120,97,2020-01-04 15:41:06
7177347,44,2020-01-04 15:42:21
5004704,68,2020-01-04 15:47:22
4362071,0,2020-01-04 15:57:35
8025783,71,2020-01-04 16:32:23
7862378,4,2020-01-04 16:37:45
6007505,53,2020-01-04 16:40:21
5892007,72,2020-01-04 16:43:50
3147132,69,2020-01-04 16:50:13
9875304,80,2020-01-04 16:57:51
1263127,99,2020-01-04 17:18:58
5536041,41,2020-01-04 17:19:16
5505927,62,2020-01-04 17:19:16
7773946,84,2020-01-04 17:25:39
4333176,33,2020-01-04 17:36:24
7879451,43,2020-01-04 17:48:51
9304725,29,2020-01-04 18:02:14
9875304,96,2020-01-04 18:18:11
9162475,16,2020-01-04 18:22:17
3485058,32,2020-01-04 18:37:17
8751269,88,2020-01-04 18:38:21
1507327,18,2020-01-04 18:40:44
3049609,86,2020-01-04 18:43:52
5733802,48,2020-01-04 18:47:14
6294973,9,2020-01-04 19:32:10
9790053,69,2020-01-04 19:47:38
5186119,78,2020-01-04 20:01:36
7726658,8,2020-01-04 20:12:01
5382577,32,2020-01-04 21:00:54
4265649,6,2020-01-04 21:30:13
6634443,41,2020-01-04 21:41:53
7134285,54,2020-01-04 22:11:54
7726658,3,2020-01-04 22:19:11
3493789,71,2020-01-04 22:25:14
1287499,43,2020-01-04 22:45:53
4310777,61,2020-01-04 22:51:29
8725979,94,2020-01-04 22:53:23
6144646,39,2020-01-04 23:07:24
6609664,91,2020-01-04 23:41:31
9534874,79,2020-01-04 23:50:03
8369244,68,2020-01-04 23:56:01
3398730,97,2020-01-04 23:59:16
1323119,2,2020-01-05 00:15:15
7624501,44,2020-01-05 00:17:07
2384812,13,2020-01-05 00:19:23
4990747,66,2020-01-05 00:27:08
3972864,91,2020-01-05 00:31:04
4767027,72,2020-01-05 00:42:48
8679605,67,2020-01-05 00:47:27
5760850,26,2020-01-05 01:02:45
6183047,43,2020-01-05 01:03:32
8505984,75,2020-01-05 01:07:23
5402422,1,2020-01-05 01:25:57
1367399,99,2020-01-05 01:26:29
2235387,93,2020-01-05 01:30:55
9725574,29,2020-01-05 01:32:00
2403307,49,2020-01-05 01:45:03
6183047,40,2020-01-05 01:56:17
6885437,65,2020-01-05 01:56:33
6562043,14,2020-01-05 02:05:13
8187676,82,2020-01-05 02:08:17
1798627,72,2020-01-05 02:14:13
1211772,10,2020-01-05 02:14:51
6612917,79,2020-01-05 02:16:40
6675814,22,2020-01-05 02:27:56
6536667,1,2020-01-05 02:29:10
5132923,9,2020-01-05 02:30:45
2730259,45,2020-01-05 02:35:36
9453329,73,2020-01-05 02:57:58
4099260,83,2020-01-05 03:05:03
5244046,14,2020-01-05 03:06:42
3753731,73,2020-01-05 03:26:13
7980746,59,2020-01-05 03:42:04
1587321,41,2020-01-05 03:56:52
6448553,71,2020-01-05 04:27:39
8437868,97,2020-01-05 04:29:59
1754814,14,2020-01-05 04:37:47
4730471,99,2020-01-05 04:46:48
9435611,14,2020-01-05 04:54:30
3494518,60,2020-01-05 04:57:35
1215791,24,2020-01-05 05:00:06
5779671,60,2020-01-05 05:08:13
5898944,62,2020-01-05 05:31:14
5159583,78,2020-01-05 05:32:18
7983131,98,2020-01-05 05:32:44
1107938,23,2020-01-05 05:33:39
6660716,24,2020-01-05 05:47:01
3030987,42,2020-01-05 05:47:49
4982151,21,2020-01-05 05:55:05
3026309,19,2020-01-05 06:15:14
3208701,18,2020-01-05 06:18:19
6283224,19,2020-01-05 06:33:39
5337913,60,2020-01-05 06:40:44
4011798,60,2020-01-05 06:46:48
1993139,15,2020-01-05 06:50:46
8952943,42,2020-01-05 07:11:50
3432853,66,2020-01-05 07:19:46
5722229,13,2020-01-05 07:34:57
7811437,33,2020-01-05 07:54:59
3987806,58,2020-01-05 08:54:35
1980818,99,2020-01-05 09:02:43
4023193,14,2020-01-05 09:26:37
7310032,68,2020-01-05 09:56:45
6253103,55,2020-01-05 10:13:07
