antenna_id,tower_id,latitude,longitude
a195,t69,9.71966150655062,0.39439937163855104
a196,t69,9.71966150655062,0.39439937163855104
a197,t69,9.71966150655062,0.39439937163855104
a198,t69,9.71966150655062,0.39439937163855104
a199,t70,6.833235937847253,0.6791803057305357
a200,t70,6.833235937847253,0.6791803057305357
a201,t70,6.833235937847253,0.6791803057305357
a202,t71,9.76524348913542,1.1968128685299342
a203,t71,9.76524348913542,1.1968128685299342
a204,t72,7.960465704161403,0.7929381594380893
a205,t72,7.960465704161403,0.7929381594380893
a206,t73,8.395169275823394,1.4954712539218282
a207,t73,8.395169275823394,1.4954712539218282
a208,t74,9.533712327723796,1.188809666731896
a209,t75,10.012167351541061,0.7689226052705647
a210,t75,10.012167351541061,0.7689226052705647
a211,t75,10.012167351541061,0.7689226052705647
a212,t75,10.012167351541061,0.7689226052705647
a213,t76,7.170170295097664,1.5236961345126092
a214,t77,10.063954013526748,0.9251592422411208
a215,t77,10.063954013526748,0.9251592422411208
a216,t77,10.063954013526748,0.9251592422411208
a217,t77,10.063954013526748,0.9251592422411208
a218,t78,9.122878976665916,0.7536653036611387
a219,t79,8.647477933578827,1.0262050333118629
a220,t79,8.647477933578827,1.0262050333118629
a221,t79,8.647477933578827,1.0262050333118629
a222,t79,8.647477933578827,1.0262050333118629
a223,t79,8.647477933578827,1.0262050333118629
a224,t80,10.126719296721838,0.6293361565853848
a225,t80,10.126719296721838,0.6293361565853848
a226,t80,10.126719296721838,0.6293361565853848
a227,t80,10.126719296721838,0.6293361565853848
a228,t81,7.26857499297128,1.095954726703943
a229,t82,7.547580702555258,1.4741241053525451
a230,t82,7.547580702555258,1.4741241053525451
a231,t82,7.547580702555258,1.4741241053525451
a232,t82,7.547580702555258,1.4741241053525451
a233,t83,8.648947072231698,1.3806054641053065
a234,t83,8.648947072231698,1.3806054641053065
a235,t84,9.59994626399919,1.2311815336919334
a236,t84,9.59994626399919,1.2311815336919334
a237,t85,7.968307378376782,0.9233102912376014
a238,t85,7.968307378376782,0.9233102912376014
a239,t85,7.968307378376782,0.9233102912376014
a240,t85,7.968307378376782,0.9233102912376014
a241,t85,7.968307378376782,0.9233102912376014
a242,t86,7.439235806818874,1.608001343094446
a243,t86,7.439235806818874,1.608001343094446
a244,t87,8.690155000740193,0.9777617003320376
a245,t87,8.690155000740193,0.9777617003320376
a246,t87,8.690155000740193,0.9777617003320376
a247,t87,8.690155000740193,0.9777617003320376
a248,t87,8.690155000740193,0.9777617003320376
a249,t88,9.365028321489591,0.9387639041113424
a250,t88,9.365028321489591,0.9387639041113424
a251,t88,9.365028321489591,0.9387639041113424
a252,t88,9.365028321489591,0.9387639041113424
a253,t88,9.365028321489591,0.9387639041113424
a254,t89,9.456767934842949,0.6064917998594129
a255,t89,9.456767934842949,0.6064917998594129
a256,t89,9.456767934842949,0.6064917998594129
a257,t89,9.456767934842949,0.6064917998594129
a258,t89,9.456767934842949,0.6064917998594129
a259,t90,7.601561548536625,0.8710505140095308
a260,t90,7.601561548536625,0.8710505140095308
a261,t90,7.601561548536625,0.8710505140095308
a262,t91,8.634174896137853,0.8360714786692869
a263,t91,8.634174896137853,0.8360714786692869
a264,t91,8.634174896137853,0.8360714786692869
a265,t92,10.885966706509226,-0.02415206368096812
a266,t93,9.489827902264855,1.0444183994779284
a267,t93,9.489827902264855,1.0444183994779284
a268,t93,9.489827902264855,1.0444183994779284
a269,t94,9.65198923685714,0.7599439668280239
a270,t94,9.65198923685714,0.7599439668280239
a271,t95,9.05419237758818,1.4110762187748331
a272,t95,9.05419237758818,1.4110762187748331
a273,t95,9.05419237758818,1.4110762187748331
a274,t96,9.82373854014014,0.7454779001132743
a275,t97,6.263496239881675,1.4689622110972411
a276,t97,6.263496239881675,1.4689622110972411
a277,t97,6.263496239881675,1.4689622110972411
a278,t98,8.73493410155871,1.364496137682223
a279,t98,8.73493410155871,1.364496137682223
a280,t98,8.73493410155871,1.364496137682223
a281,t98,8.73493410155871,1.364496137682223
a282,t98,8.73493410155871,1.364496137682223
a283,t99,8.417270144905393,1.584034131673075
a284,t99,8.417270144905393,1.584034131673075
a285,t99,8.417270144905393,1.584034131673075
a286,t99,8.417270144905393,1.584034131673075
a287,,,
a288,,,
a289,,,
a290,,,
a291,,,
a292,,,
a293,,,
a294,,,
a295,,,
a296,,,
